id,Subject,Type,Status,Assignee,Priority,Team,Work,Total work,Author,Category,Version,Bug Types,Project phase,Project,Parent,Description
493,UI_Car Customize_Performance,Task,Waiting For Approve,Ty Dang,Normal,UI/UX,"",28.5,Giang Duong Vo Tra,"","","","",VNRacing,User story #342: Performance Customize,http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/c593c4c2-a014-4d8e-b64e-f74255a33ac9/shots/tasks/4a808c10-9deb-4825-8f1d-c248203ebf66
495,UI_CarCustomize_Visual_Color,Task,Waiting For Approve,Ty Dang,Normal,UI/UX,"",7.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2661: UI/UX_Visual Customize ,http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/c593c4c2-a014-4d8e-b64e-f74255a33ac9/shots/543383af-8ac0-493b-9733-1e0adc9a0199
498,UI Game Mode,Summary task,New,"",Normal,UI/UX,"",16.0,Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
501,Multiplayer_MatchMaking,Task,New,"",Normal,UI/UX,"",8.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #498: UI Game Mode,""
502,Multiplayer_MatchMaking_Loading,Task,New,"",Normal,UI/UX,"",3.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #498: UI Game Mode,""
504,UI Title Loading,Summary task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
505,Title,Task,New,"",Normal,UI/UX,"",1.5,Giang Duong Vo Tra,"","","","",VNRacing,User story #2046: Title Screen,""
506,Title_GameLogo,Task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #504: UI Title Loading,""
507,TitlePlay_Loading,Task,Waiting For Approve,"",Normal,UI/UX,"",1.25,Giang Duong Vo Tra,"","","","",VNRacing,User story #2046: Title Screen,""
508,Work in Progress,Task,New,"",Normal,UI/UX,"",3.0,Giang Duong Vo Tra,"","","","",VNRacing,User story #2046: Title Screen,""
511,UI Play_Pause,Summary task,New,"",Normal,UI/UX,"",15.7,Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
514,Play_Pause-Setting_Graphics,Summary task,New,"",Normal,UI/UX,"",3.0,Giang Duong Vo Tra,"","","","",VNRacing,User story #2048: Pause Game,""
515,Play_Pause-Setting_Language,Summary task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,User story #2048: Pause Game,""
516,Play_Pause-Setting_Sounds&Musics,Task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,User story #2048: Pause Game,""
517,Play_PauseMenu,Task,New,"",Normal,UI/UX,"",10.0,Giang Duong Vo Tra,"","","","",VNRacing,User story #2048: Pause Game,""
518,Play_PauseMenu-PopUp,Task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,User story #2048: Pause Game,""
519,Play_Rewards_Money,Task,New,"",Normal,UI/UX,"",2.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #511: UI Play_Pause,""
520,Play Rewards,Task,New,"",Normal,UI/UX,"",10.5,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #511: UI Play_Pause,""
522,Play_Rewards_WatchAds,Task,New,"",Normal,UI/UX,"",3.2,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #511: UI Play_Pause,""
523,UI_In Game,Summary task,New,"",Normal,UI/UX,"",67.5,Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
526,Icon,Task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #523: UI_In Game,""
527,UI_Play_Countdown,Task,In progress,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,User story #487: Tôi muốn có các đoạn Cutscene ngắn khi bắt đầu và kết thúc cuộc đua để Showcase cảnh đẹp mỗi khu vực và đội hình đua. ,http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/c593c4c2-a014-4d8e-b64e-f74255a33ac9/shots/62d4aa18-dea9-4e9c-a219-69063acd2d4d
528,PlayResults,Task,New,"",Normal,UI/UX,"",17.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #523: UI_In Game,""
529,Race_HUD,Task,Waiting For Approve,"",Normal,UI/UX,"",14.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #523: UI_In Game,""
530,RaceMode_Circuit,Task,New,"",Normal,UI/UX,"",2.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #523: UI_In Game,""
531,RaceMode_Sprint,Task,New,"",Normal,UI/UX,"",2.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #523: UI_In Game,""
532,RaceMode_TimeAttack,Task,New,"",Normal,UI/UX,"",13.5,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #523: UI_In Game,""
534,UI - Setting,Summary task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
539,UI_Profile_Tôi muốn xem được thông tin giờ chơi và các item tôi sỡ hữu,Summary task,In progress,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
540,UI_Inventory,Task,Waiting For Approve,Ty Dang,Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2251: UI Design_Inventory,http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/c593c4c2-a014-4d8e-b64e-f74255a33ac9/shots/d7185f72-e7d2-46c0-8439-4d7dc3a19233
541,Inventory_Performance,Task,Waiting For Approve,Ty Dang,Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2251: UI Design_Inventory,http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/c593c4c2-a014-4d8e-b64e-f74255a33ac9/shots/tasks/11df51a5-1256-47ca-8b6f-62313331b44b
547,UI_SHOP,Summary task,New,"",Normal,UI/UX,"",8.8,Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
548,Shop_BoosterBundles,Task,Waiting For Approve,"",Normal,UI/UX,0.0,6.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #489:     Tôi muốn các item nâng cấp phải thật sự đáng giá, hợp lý và đẹp",""
550,Shop_DLC_CardInfo,Task,New,"",Normal,UI/UX,0.0,5.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #547: UI_SHOP,""
551,UI_Tutorial,Summary task,New,"",Normal,UI/UX,"",21.0,Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
555,WIRE FRAME,Summary task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
556,User Profiles & User Inventory,Summary task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
557,UI_Achievements,Summary task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
561,Document US341: Tôi muốn độ phần Visual xe,Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,User story #341: Visual Customize,""
562,"Document US345: trong quá trình phá đảo, tôi muốn sưu tập thêm nhiều xe mới",Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #345:     Trong quá trình phá đảo, tôi muốn sưu tập thêm nhiều xe mới",""
563,Document Elements in Level Creation for VNRacing,Task,Waiting For Approve,Phu Pham,Normal,Tech Art,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #485:     Trong khi chơi, tôi muốn đâm một số chướng ngại vật ngẫu nhiên",""
564,Button 3D lúc click được lúc không click được ở Car Customize,Bug,Specified,Tan  Phan Huynh,Normal,"",10.0,14.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #1831: Là Player, Tôi muốn có tính năng Customize","Xe VF8, khi kéo camera lên cao để Button 3D Customize FrontBumper, SideBoard, v.v xuống sát phía mép dưới màn thì không bấm được Button 3D.

Test trên iOS Build 4230."
568,Production,Summary task,New,"",Normal,"","","",Son  Nguyen ,"","","","",VNRacing Trailer,"",""
569,Assets Development,Summary task,New,"",Normal,"","","",Son  Nguyen ,"","","","",VNRacing Trailer,"",""
570,Shots Development,Summary task,New,"",Normal,"","","",Son  Nguyen ,"","","","",VNRacing Trailer,"",""
573,Nút RACE bị dính viền màu trắng ở tất cả các Screen,Bug,Waiting For Approve,"",Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
574,Part RearWing sai Text ,Bug,Tested,Duy LeHoang,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,User story #341: Visual Customize,""
575,Điều chỉnh lại góc/vị trí Camera đang bị lệch & Relocate File Outro,Bug,Waiting For Approve,Phu Pham,Normal,"",3.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #487: Tôi muốn có các đoạn Cutscene ngắn khi bắt đầu và kết thúc cuộc đua để Showcase cảnh đẹp mỗi khu vực và đội hình đua. ,"\+ Xử lí lại các vị trí bị lệch, bị sai góc camera ban đầu.&nbsp;

\+ Re-located lại file outro vào 1 folder mới, để team level sau đó sẽ đưa vào level"
598,Fix lại cho phần khói Drift đoạn cuối bị mất sau khi đổi qua sequence khác,Bug,Waiting For Approve,Phu Pham,Normal,"",4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #157:     Tôi muốn có cảm giác đua xe arcade,drift để thu thập nos",""
604,Project Report,Summary task,New,Giang Duong Vo Tra,Normal,UI/UX,"","",Son  Nguyen ,"","","","",VNRacing,"",""
622,Document the tools used for the level,Task,Waiting For Approve,Phu Pham,Normal,Tech Art,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Epic #382: Levels/Track,""
631," Document US346: Trong quá trình phá đảo, tôi muốn xe tôi được nâng cấp thêm ",Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #346:     Trong quá trình phá đảo, tôi muốn xe tôi được nâng cấp thêm ",""
634, Document US 206 Tôi muốn xem được thông tin giờ chơi và các item tôi sỡ hữu ,Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
635,Document US 335 : Tôi muốn tutorial cho tôi biết các thông tin cần thiết trong lần đua đầu tiên,Task,Waiting For Approve,"",Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,User story #335:     Tôi muốn tutorial cho tôi biết các thông tin cần thiết trong lần đua đầu tiên,""
636,Document US336:     Tôi muốn có một số hướng dẫn phụ cho các tính năng phụ trong game bằng hình thức pop up thông tin ,Task,On hold,"",Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,User story #336:     Tôi muốn có một số hướng dẫn phụ cho các tính năng phụ trong game bằng hình thức pop up thông tin ,""
637,Document US348: Tôi muốn trải nghiệm 10 phút đầu chơi game hấp dẫn,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
638,"Document US 332: Tôi muốn có thêm nhiều thời gian chơi, không có gặp quảng cáo, và có khởi đầu tốt hơn các player khác",Task,On hold,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #332:      Tôi muốn có thêm nhiều thời gian chơi, không có gặp quảng cáo, và có khởi đầu tốt hơn các player khác",""
639,Document US 486: Tôi muốn màn chơi phù hợp với các Race mode,Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,User story #486:     Tôi muốn màn chơi phù hợp với các Race mode,""
652,"Debug, bảng Car Stats chưa sắp xếp đúng thứ tự như trong Sheet",Bug,Tested,Liem Tran,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #653: GD_Bug List ( Cũ cần ReOpen),""
660,Quy tắc đặt tên cho người chơi,Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
661,Nghiên cứu về giới hạn độ tuổi với các thể loại game đua xe này,Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
662,Spawn UI Intro xe SUV vào trong sau khi hết sequence,Task,Waiting For Approve,Phu Pham,Normal,Tech Art,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #487: Tôi muốn có các đoạn Cutscene ngắn khi bắt đầu và kết thúc cuộc đua để Showcase cảnh đẹp mỗi khu vực và đội hình đua. ,""
667,Implement Screen_Car Customize_Visual_Color,Task,Waiting For Approve,Nhu Truong,Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #495: UI_CarCustomize_Visual_Color,""
673,Set up Collision cho map HA và ST,Task,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,Level Design,20.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Epic #382: Levels/Track,""
674,Level team kiểm tra lại đặt đủ các phần begin - end của track đua,Task,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,Level Design,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Epic #382: Levels/Track,""
676,GD_Buglist 2426,Bug,In progress,Phuoc Ho Duc,Normal,"",8.0,25.5,Giang Duong Vo Tra,"","","","",VNRacing,Bug #312: BUG TEST,""
680,"Ở cả 2 Screen MainMenu và Car Selections, chức năng xoay Camera bị lỗi giật hình khi giữ và kéo",Bug,Tested,Dat Quang,Normal,"",1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
683,Các nút Customize Car Visual 3D không bấm được,Bug,Tested,Dat Quang,Normal,"",1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
684,Nút Color vẫn còn bị dính trên màn hình khi hide UI trong Customize Visual,Bug,Tested,Dat Quang,Normal,"",1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
685,"Customize Perform, bấm trực tiếp vào các thanh chỉ số thì bị lỗi Text",Bug,Tested,Dat Quang,Normal,"",1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
686,"Customize Perform, bấm trực tiếp vào các thanh chỉ số ra Screen khác với bấm vào nút Upgrade",Bug,Tested,Dat Quang,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
691,Lỗi hiện UI đua trong Intro Cinematics,Bug,Tested,Liem Tran,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
692,Lỗi hiện UI đua trong Outro Cinematics,Bug,Tested,Dat Quang,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
696,Lỗi Intro Cinematic cho xe ở Sơn Trà Circuit,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
697,Lỗi Outro Cinematic ở Sơn Trà Circuit,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
698,Lỗi kết thúc cuộc đua lâu khi Outro Cinematic kết thúc ở tất cả các Track,Bug,Tested,Liem Tran,Normal,"",0.5,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
700,Lỗi Intro Cinematic cho xe ở NHS Circuit,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
702,Các track DN Downtown chưa có Cinematic giới thiệu cho khu vực,Bug,Tested,Nhu Truong,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
703,Track DN Downtown Sprint chưa có Cinematic Outro,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
704,Track DN Downtown Circuit đang bị gắn nhầm Game Mode thành Sprint,Bug,Tested,Nhu Truong,Normal,"",1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
709,Track DN Downtown TimeAttack chưa có Cinematic Outro,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #676: GD_Buglist 2426,""
718,Set up Trigger để kích hoạt các chặn có pháo hoa _Track Downtown,Task,Waiting For Approve,Phu Pham,Normal,Tech Art,7.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #1282: Là Player, tôi muốn đua xe ở Da Nang Downtown",""
745,M4: Final Polish,Task,New,Son Nguyen Nam,High,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #335:     Tôi muốn tutorial cho tôi biết các thông tin cần thiết trong lần đua đầu tiên,""
751,FX_Map Sơn Trà,Summary task,In progress,"",Normal,Level Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
753,TÀI KHOẢN DEVELOPER - VNRACING ,Task,New,Giang Duong Vo Tra,Normal,Admin,"","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
770, Kiểm tra lại phần Load intro cho map Hội An ,Task,On hold,Phu Pham,Normal,Tech Art,8.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #1280: Là Player, tôi muốn đua xe ở phố cổ Hội An","Một số góc quay trong intro thì có 1 số track có load, 1 số track thì mình sẽ k load để tối ưu. Cần kiểm tra lại các góc đó để tìm ra các góc có thể dùng chung, hoặc nếu trường hợp không ổn thì sẽ làm riêng thêm mỗi map 1 cái. Mỗi track như sprint, TA, circuit sẽ load 1 phần chứ k phải load toàn bộ map."
775,"Vùng tương tác UI 3D cho các bộ phận Car Customize quá nhỏ, khó bấm.",Bug,Tested,Son Nguyen Nam,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C124
779,Track Sơn Trà Time Attack có lỗi Collision ở vạch xuất phát.,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C128
781,Track Sơn Trà Circuit không load Outro Cinematic,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C130
786,Cái dù ở khu vực Bồng binh Cầu Rồng Track Sơn Trà TimeAttack không tông bể được,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C136
790,Tên xe trên màn hình Customize chung và Customize Visual không giống nhau,Bug,Tested,Duy LeHoang,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C140
791,Chức năng đổi Decal (Skin) chưa hoạt động,Bug,On hold,"",Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C141
792,Screen Shop bị thiếu các Animation Transition và Animation chọn,Bug,Tested,Son Nguyen Nam,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C142
793,Track Sơn Trà Circuit: Collsion hai bên đường đua bị lòi ra khiến xe bị đâm ngược lại,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C143
794,"Track Sơn Trà Circuit có Performance thấp, chơi nhanh nóng máy.",Bug,In progress,Phu Pham,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C144
795,"Track Sơn Trà Circuit, đoạn đường hầm, phần vỉa hè bên trái hơi cao làm xe bị xuyên.",Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",""
796,"Track Sơn Trà Circuit, đoạn bồn cây bị xuyên Collision",Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C146
797,Track Sơn Trà TimeAttack: Collsion hai bên đường đua bị lòi ra khiến xe bị đâm ngược lại,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C147
799,Track DN DownTown Sprint kết thúc trước khi người chơi về đích,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C149
802,Track DN DownTown Circuit: Collsion hai bên đường đua bị lòi ra khiến xe bị đâm ngược lại,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C152
804,Track DN DownTown Lỗi Mesh dưới gầm cầu vượt,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,https://docs.google.com/spreadsheets/d/18UxRL1DhOXAba6uO2Sqv8xWixA5rLX7Dx\_qAMF5iVvM/edit?gid=1285783599#gid=1285783599&amp;range=C154
841,Triển khai tài liệu ( Plan & Breakdown),Task,On hold,Doi Huynh Van,Normal,Dev,32.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
846,Map DN DownTown TimeAttack bị lỗi Cinematic Outro,Bug,In specification,Phu Pham,Normal,"",4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,""
849,Track Hoi An Sprint: Collsion hai bên đường đua bị lòi ra khiến xe bị đâm ngược lại,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,""
850, Track Hoi An Sprint: Chưa đặt Collision cho khu vực lên cầu,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,""
852,"Track HoiAn time Attack có Performance thấp, chơi nhanh nóng máy.",Bug,In progress,Phu Pham,Normal,"",8.0,8.0,Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,""
853,Bộ Suspension của xe đôi lúc xe hỏng trong Cinematic Outro,Bug,Test failed,Hieu Hoang,Normal,"",4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,""
856,Các Track Downtown chưa có các dải Barrier phân làn đua,Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #772: GD_Buglist 2513,""
857,List FX For Game ,Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,"",16.0,Giang Duong Vo Tra,"","","","",VNRacing,Epic #974: FX,""
858,List Item - Thumnail - Card cần Concept lại ,Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
861,SOUND & MUSIC,Epic,In specification,"",Normal,"","",289.5,Giang Duong Vo Tra,"","","","",VNRacing,"","Brief : [https://www.notion.so/sss-click/SoundBrief\_VnRacing\_V1-331d1a0054d2808ca3d2fda8610e3091](https://www.notion.so/sss-click/SoundBrief_VnRacing_V1-331d1a0054d2808ca3d2fda8610e3091)

Task list 0204:&nbsp;

https://docs.google.com/spreadsheets/d/1FKIQgkniHCPSQIVF2h6U0EKdiX4wOSL2GGCXwGlIhHw/edit?usp=sharing

<br>"
865,"Phần mặt đường Sơn Trà Circuit - đoạn xe trên núi, hồ sen bị nháy ",Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",""
