id,Subject,Type,Status,Assignee,Priority,Team,Accountable,Author,Category,Start date,Spent time,Sprint,Story Points,Remaining work,Total remaining work,Project phase,Project,Parent,Finish date,Description
278,Dev_Implement_Collision Debug,Summary task,In specification,Long Trần Anh Thượng,Normal,Dev,"",Giang Dương Võ Trà,"",06/11/2026,12.0,"","","",16.0,"",VNRacing,"User story #284: Là người chơi, tôi muốn cảm giác va chạm mang tính Arcade để giữ nhịp độ cuộc đua ổn định, xe không bị lật và nhanh chóng quay lại đường đua sau khi tông vào tường hoặc vật thể",06/16/2026,"[(9+) CollisionTest\_Brief\_V1\_20260506 | Notion](https://app.notion.com/p/sss-click/CollisionTest_Brief_V1_20260506-376d1a0054d28030b7d9db62e86b7790)

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table"" style=""border-style:none;""><tbody><tr class=""op-uc-table--row""><td class=""op-uc-table--cell"" style=""border-color:#000000;padding:0px 3px;vertical-align:top;""><p class=""op-uc-p"">Build level test DriveMode - Debug Collision</p></td><td class=""op-uc-table--cell"" style=""border-bottom:1px solid #000000;border-right:1px solid #000000;border-top:1px solid #000000;padding:0px 3px;vertical-align:top;""><p class=""op-uc-p"">Xây dựng level test collision theo mô tả trong tài liệu</p></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-table--cell"" style=""border-bottom:1px solid #000000;border-left:1px solid #000000;border-right:1px solid #000000;padding:0px 3px;vertical-align:top;""><p class=""op-uc-p"">Tạo UI overlay cho Debug Collision&nbsp;</p></td><td class=""op-uc-table--cell"" style=""border-bottom:1px solid #000000;border-right:1px solid #000000;padding:0px 3px;vertical-align:top;""><p class=""op-uc-p"">Thêm các nút trong module Debug Overlay và Test Map<br>Tạo và cập nhật logic UI cho Debug Collision Overlay<br><br data-cke-filler=""true""></p></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-table--cell"" style=""border-bottom:1px solid #000000;border-left:1px solid #000000;border-right:1px solid #000000;padding:0px 3px;vertical-align:top;""><p class=""op-uc-p"">Cài đặt logic các kịch bản va chạm với xe AI</p></td><td class=""op-uc-table--cell"" style=""border-bottom:1px solid #000000;border-right:1px solid #000000;padding:0px 3px;vertical-align:top;""><p class=""op-uc-p"">Triển khai các actor test Collision với môi trường<br>Triển khai các chức năng hỗ trợ xe AI va chạm người chơi</p></td></tr></tbody></table></figure>"
279,DriveMode - Physics,Feature,New,"",Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,15.0,"","","",20.0,"",VNRacing,Epic #151: Drive Mode,06/16/2026,""
280,"(US3416 cũ)Là QA, tôi muốn xem bảng tóm tắt thông số người chơi (City, Playtime, Races, Cars, Items) cập nhật liên tục để kiểm tra tính chính xác của dữ liệu và so sánh với các mục tiêu Design.",User story,Specified,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/11/2026,0.0,"","","",6.0,"",VNRacing,Epic #183: VNTour ,06/11/2026,""
281,"Dev_Implement_US280_Là QA, tôi muốn xem bảng tóm tắt thông số người chơi (City, Playtime, Races, Cars, Items)",Summary task,Specified,Long Trần Anh Thượng,Normal,Dev,"",Giang Dương Võ Trà,"",06/11/2026,0.0,"","","",6.0,"",VNRacing,"User story #280: (US3416 cũ)Là QA, tôi muốn xem bảng tóm tắt thông số người chơi (City, Playtime, Races, Cars, Items) cập nhật liên tục để kiểm tra tính chính xác của dữ liệu và so sánh với các mục tiêu Design.",06/11/2026,""
282,Đồng bộ logic nhận xe giữa garage và profile,Task,New,Khan Vương Huỳnh,Normal,Dev,"",Giang Dương Võ Trà,"",06/11/2026,0.0,"","",6.0,"","",VNRacing,"Summary task #281: Dev_Implement_US280_Là QA, tôi muốn xem bảng tóm tắt thông số người chơi (City, Playtime, Races, Cars, Items)",06/11/2026,"<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/85/content"">

<br>"
284,"Là người chơi, tôi muốn cảm giác va chạm mang tính Arcade để giữ nhịp độ cuộc đua ổn định, xe không bị lật và nhanh chóng quay lại đường đua sau khi tông vào tường hoặc vật thể",User story,In specification,Đạt Quảng Tấn,Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,12.0,"","","",16.0,"",VNRacing,Feature #279: DriveMode - Physics,06/16/2026,"\- Thiết lập Map Test với các trường hợp va chạm sau: Front, FrontLeft/Right, SideLeft/Right, RearLeft/Right.  
\- Hệ thống phải ưu tiên giữ đà tiến (momentum) và điều hướng xe về phía Racing Line sau va chạm  
\- Phản hồi chính xác theo các vùng va chạm: Front, FrontLeft/Right, SideLeft/Right, RearLeft/Right.  
\- Tuyệt đối không để xe xảy ra tình trạng lật úp khi va chạm với các vật thể môi trường cố định."
285,Car Collision debug,Task,In progress,Đạt Quảng Tấn,Normal,Dev,Long Trần Anh Thượng,Long Trần Anh Thượng,"",06/11/2026,12.0,"","",16.0,"","",VNRacing,Summary task #278: Dev_Implement_Collision Debug,06/16/2026,"[CollisionTest\_Brief\_V1\_20260506 | Notion](https://app.notion.com/p/sss-click/CollisionTest_Brief_V1_20260506-376d1a0054d28030b7d9db62e86b7790)

*   Tạo UI overlay cho Debug Collision: Thêm các nút trong module Debug Overlay và Test Map, Tạo và cập nhật logic UI cho Debug Collision Overlay (8h)
    
*   Cài đặt logic các kịch bản va chạm với xe AI: Triển khai các actor test Collision với môi trường, Triển khai các chức năng hỗ trợ xe AI va chạm người chơi (16h)
    
*   Setup level test collision cùng với debug UI nếu cần thiết (4h)"
293,"Là người chơi, tôi muốn được trao thưởng Items mỗi khi hoàn thành một cuộc đua để tăng động lực hoàn thành các cuộc đua.",User story,In specification,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/11/2026,12.0,"","","",0.0,"",VNRacing,Feature #345: Reward,06/13/2026,"\- Kích hoạt trao thưởng Item Tokens theo vị thứ cho người chơi (Về nhất - 3 Tokens, nhì - 2 Tokens, ba - 1 Token)  
\- Kích hoạt UI trao thưởng ấn tượng mỗi khi trao thưởng Item về đích cho người chơi.  
\- Về thứ 4 trở đi không kích hoạt trao thưởng Item Tokens."
294,"Dev_Implement_US 293_Là người chơi, tôi muốn được trao thưởng Items mỗi khi hoàn thành một cuộc đua để tăng động lực hoàn thành các cuộc đua.",Summary task,Specified,Long Trần Anh Thượng,Normal,Dev,"",Giang Dương Võ Trà,"",06/11/2026,12.0,"","","",0.0,"",VNRacing,"User story #293: Là người chơi, tôi muốn được trao thưởng Items mỗi khi hoàn thành một cuộc đua để tăng động lực hoàn thành các cuộc đua.",06/13/2026,""
295,Level_Tạo Map Test ,Summary task,In specification,"",Normal,Level,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,"User story #284: Là người chơi, tôi muốn cảm giác va chạm mang tính Arcade để giữ nhịp độ cuộc đua ổn định, xe không bị lật và nhanh chóng quay lại đường đua sau khi tông vào tường hoặc vật thể",06/10/2026,""
296,Concept_Paintover_ Huế Đại Nội ,Summary task,Specified,Châu Nguyễn Ngọc Á,Normal,2D,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","",12.0,"",VNRacing,User story #170: Map Huế Đại Nội ,06/11/2026,""
297,PaintOver_Huế Đại nội _12 khu vực trống,Task,Waiting for approve,Ngọc Trần Kiêm Khánh,Normal,2D,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","",12.0,"","",VNRacing,Summary task #296: Concept_Paintover_ Huế Đại Nội ,06/11/2026,""
298,CUSTOMIZE ,Epic,New,"",Normal,Game Design,"",Giang Dương Võ Trà,"",06/12/2026,0.0,"","","",24.0,"",VNRacing,"",06/16/2026,""
299,Customize Room ,Feature,In specification,"",Normal,2D,"",Giang Dương Võ Trà,"",06/12/2026,0.0,"","","",24.0,"",VNRacing,Epic #298: CUSTOMIZE ,06/16/2026,""
301,FX_UI_US 293,Summary task,In specification,Hoàng Trần Văn Huy,Normal,FX,"",Giang Dương Võ Trà,"",06/11/2026,0.0,"","","","","",VNRacing,"User story #293: Là người chơi, tôi muốn được trao thưởng Items mỗi khi hoàn thành một cuộc đua để tăng động lực hoàn thành các cuộc đua.","",""
302,"(US 3380 cũ) Là người chơi, tôi muốn biết tiến trình các nhiệm vụ mình cần phải làm để hoàn thành một City",User story,In specification,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,Sub Feature #331: Goals Unlock,06/13/2026,""
303,"(US 3417 cũ) Là QA, tôi muốn hoàn thành nhanh một cuộc đua bất kỳ để kiểm tra luồng trả thưởng",User story,In progress,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,Epic #183: VNTour ,06/13/2026,""
305,"(US 3409	cũ )Là người chơi, tôi muốn được trao thưởng theo từng mốc hoàn thành các CityGoals để có thêm động lực tiến tới mục tiêu Unlock một City mới.",User story,Specified,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,2.0,"","","",4.0,"",VNRacing,Sub Feature #331: Goals Unlock,06/13/2026,""
306,"(US 3382 cũ)	Là GD, tôi muốn trao thưởng cho Player các Items thuộc về Item Pool của City đó theo các quy định đã đề ra để đảm bảo trải nghiệm trao thưởng của người chơi có ý nghĩa.",User story,Specified,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/12/2026,3.0,"","","",1.2,"",VNRacing,Feature #345: Reward,06/13/2026,""
307,"(US 3379 cũ)	Là người chơi, tôi muốn biết mình cần làm những nhiệm vụ nào để hoàn thành một City để có định hướng khi chơi Game.",User story,Specified,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,Sub Feature #331: Goals Unlock,06/13/2026,""
308,"(US 3378 cũ)	Là QA, tôi muốn nhảy nhanh tới City bất kỳ (C1-C5) với bộ thông số cài đặt sẵn để kiểm tra môi trường đó",User story,Specified,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,Sub Feature #339: Map Scene Unlock,06/13/2026,""
309,"(US 3383 cũ)	Là QA, tôi muốn có khả năng kích hoạt trao thưởng bất kỳ lúc nào trong Game để check xem tỉ lệ trao thưởng có hợp lý hay không.",User story,Specified,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,Feature #345: Reward,06/13/2026,""
310,"(US 3381 cũ) Là người chơi, tôi muốn các Item trao thưởng trong một thành phố đi liền với các xe mà tôi đã Unlock để cảm giác Progression được liền mạch và có ý nghĩa",User story,Specified,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,Sub Feature #340: Goals Reward,06/13/2026,""
317,FX_UI_US 2409,Summary task,New,"",Normal,FX,"",Giang Dương Võ Trà,"",06/08/2026,2.0,"","","",4.0,"",VNRacing,"User story #305: (US 3409	cũ )Là người chơi, tôi muốn được trao thưởng theo từng mốc hoàn thành các CityGoals để có thêm động lực tiến tới mục tiêu Unlock một City mới.",06/13/2026,""
318,FX_UI521_Card Item ,Task,In progress,Hoàng Trần Văn Huy,Normal,FX,"",Giang Dương Võ Trà,"",06/08/2026,2.0,"","",4.0,"","",VNRacing,Summary task #317: FX_UI_US 2409,06/13/2026,"update lại theo tài liệu như: luôn luôn chỉ nhận được x1 card, màu độ hiếm (trắng - common, blue - uncommon, xanh lá - rare)"
319,Asset Making_Prop,Task,New,Nam Nguyễn Kỳ,Normal,3D ,"",Giang Dương Võ Trà,"",06/10/2026,0.0,"","","","","",VNRacing,Summary task #207: Asset Making_Quốc Học Huế,06/20/2026,""
320,Main menu_Level,Feature,New,"",Normal,2D,"",Giang Dương Võ Trà,"",06/12/2026,0.0,"","","","","",VNRacing,Epic #298: CUSTOMIZE ,"",""
321,Tài liệu Tạo Level Test_Collision ,Task,Waiting for approve,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/15/2026,3.0,"","",4.0,"","",VNRacing,Summary task #217: Game Design_Drivemode Physic_Document ,06/15/2026,""
322,Dev_Implement_US 3382 ,Summary task,In specification,Long Trần Anh Thượng,Normal,Dev,"",Giang Dương Võ Trà,"",06/12/2026,3.0,"","","",1.2,"",VNRacing,"User story #306: (US 3382 cũ)	Là GD, tôi muốn trao thưởng cho Player các Items thuộc về Item Pool của City đó theo các quy định đã đề ra để đảm bảo trải nghiệm trao thưởng của người chơi có ý nghĩa.",06/13/2026,""
323, Mở rộng nội dung debug của phần spawn token nhận thưởng,Task,In progress,Khan Vương Huỳnh,Normal,Dev,Long Trần Anh Thượng,Long Trần Anh Thượng,"",06/12/2026,3.0,"","",1.2,"","",VNRacing,Summary task #322: Dev_Implement_US 3382 ,06/13/2026,"Mở rộng nội dung của phần debug chi tiết cho spawn item thưởng:

[figma.com/design/j0UmML9tgnH8EK792k9Mbb/VNRacing\_UX?node-id=25709-8763&amp;t=eGQsXW9zyHOAnqBZ-4](https://www.figma.com/design/j0UmML9tgnH8EK792k9Mbb/VNRacing_UX?node-id=25709-8763&t=eGQsXW9zyHOAnqBZ-4)"
324,Basic Racing,Feature,New,"",Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,Epic #151: Drive Mode,06/16/2026,""
325,Customize Room Ver 04 ,User story,New,"",Normal,2D,"",Giang Dương Võ Trà,"",06/12/2026,0.0,"","","",24.0,"",VNRacing,Feature #299: Customize Room ,06/16/2026,""
326,Level_Asset Assembly_Customize Room ver 04,Summary task,In progress,Nhật Võ Tấn,Normal,Level,"",Giang Dương Võ Trà,"",06/12/2026,0.0,"","","",24.0,"",VNRacing,User story #325: Customize Room Ver 04 ,06/16/2026,""
327,Level_Assembly_Customize room ver 4,Task,In progress,Nhật Võ Tấn,Normal,Level,"",Giang Dương Võ Trà,"",06/12/2026,0.0,"","",12.0,"","",VNRacing,Summary task #326: Level_Asset Assembly_Customize Room ver 04,06/13/2026,""
328,Level_Setup Lighting_Bake_Customize Room Ver 4,Task,New,Nhật Võ Tấn,Normal,Level,"",Giang Dương Võ Trà,"",06/15/2026,0.0,"","",12.0,"","",VNRacing,Summary task #326: Level_Asset Assembly_Customize Room ver 04,06/16/2026,""
329,City Progression,Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,6.98,"","","",4.0,"",VNRacing,Epic #183: VNTour ,06/15/2026,"*   Unlock city
    
    *   Hoàn thành city goal City1 -City 2 hoàn thành sang city 3
        
        *   Hoàn thành city goal-reward
            
*   Goal Update
    
    *   Theo thiết kế
        
    *   UI - Aimation
        
    *   Map -Placeholder
        
    *   Track-Placeholder
        
*   <br>
    
*   Hiển thị UI show dc reward city 1 và 2 đã nhận
    
*   Bao gồm cả item
    
*   Unlock xe
    
*   Tổng số các goal hoàn thành được ( Unlock Goal)
    
*   Lập trình Goal - Goal debug
    
*   Vị trí nhập liệu cho Goal"
331,Goals Unlock,Sub Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,6.98,"","","",4.0,"",VNRacing,Feature #329: City Progression,06/13/2026,""
332,Customize Room Ver 05,User story,New,"",Normal,2D,"",Giang Dương Võ Trà,"",06/12/2026,0.0,"","","","","",VNRacing,Feature #299: Customize Room ,06/16/2026,""
333,Goals Config,Sub Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,4.98,"","","",0.0,"",VNRacing,Sub Feature #331: Goals Unlock,06/12/2026,"*   Tổng số các goal hoàn thành được ( Unlock Goal)
    
*   Lập trình Goal - Goal debug
    
*   Vị trí nhập liệu cho Goal"
334,NOS,Feature,New,"",Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,Epic #151: Drive Mode,06/16/2026,""
335,RAMP,Feature,New,"",Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,Epic #151: Drive Mode,06/16/2026,""
336,CAMERA,Feature,New,"",Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,Epic #151: Drive Mode,06/16/2026,""
337,Car Unlock,Sub Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,0.0,"","","","","",VNRacing,Feature #329: City Progression,06/15/2026,"Unlock Car thưởng sau khi mở City, Chạy cinematic"
338,SETTING,Feature,New,"",Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,Epic #151: Drive Mode,06/16/2026,""
339,Map Scene Unlock,Sub Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,0.0,"","","","","",VNRacing,Feature #329: City Progression,06/13/2026,"Cần có phần debug có các chức năng sau:  
Unlock các city bất kỳ, Unlock city nào thì Unlock luôn các city trước đó  
Review được Introduce scene của City được Unlock."
340,Goals Reward,Sub Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,0.0,"","","","","",VNRacing,Sub Feature #331: Goals Unlock,06/13/2026,""
341,Area-Track Unlock,Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,40.2,"","","",0.0,"",VNRacing,Epic #183: VNTour ,06/12/2026,""
342,Track Selection,Sub Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,0.0,"","","","","",VNRacing,Feature #341: Area-Track Unlock,06/12/2026,"Chọn track&nbsp;

Load track 

Highlght track (phần art)- đã có 

Track record ( vị thứ đã về của người chơi)"
343,Track config,Sub Feature,New,Phước Hồ Đức,Normal,Game Design,"",Son Nguyen,"",06/08/2026,40.2,"","","",0.0,"",VNRacing,Feature #341: Area-Track Unlock,06/12/2026,"Setup Độ khó cho track ở Debug

Track Config ( tool để GD nhập bảng)"
344,Car-Progression,Feature,New,"",Normal,Game Design,"",Son Nguyen,"",06/08/2026,0.0,"","","","","",VNRacing,Epic #183: VNTour ,06/12/2026,""
345,Reward,Feature,New,"",Normal,Game Design,"",Son Nguyen,"",06/08/2026,44.0,"","","",24.6,"",VNRacing,Epic #183: VNTour ,06/13/2026,""
346,Dev_Implement_3380(cũ)_Là người chơi tôi muốn biết tiến trình và nhiệm vụ phải làm để hoàn thành 1 City,Summary task,In specification,Long Trần Anh Thượng,Normal,Dev,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,"User story #302: (US 3380 cũ) Là người chơi, tôi muốn biết tiến trình các nhiệm vụ mình cần phải làm để hoàn thành một City",06/13/2026,""
347,GD_Document_Basic Racing ,Summary task,In specification,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,Feature #324: Basic Racing,06/16/2026,""
348,GD_Document & Play test_US 3382 ,Summary task,In specification,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/12/2026,0.0,"","","","","",VNRacing,"User story #306: (US 3382 cũ)	Là GD, tôi muốn trao thưởng cho Player các Items thuộc về Item Pool của City đó theo các quy định đã đề ra để đảm bảo trải nghiệm trao thưởng của người chơi có ý nghĩa.",06/13/2026,""
349,GD_Document & Play test_US 3378,Summary task,In specification,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,"User story #308: (US 3378 cũ)	Là QA, tôi muốn nhảy nhanh tới City bất kỳ (C1-C5) với bộ thông số cài đặt sẵn để kiểm tra môi trường đó",06/13/2026,""
350,GD_Document & Play test_US 3417 ,Summary task,In specification,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/08/2026,0.0,"","","","","",VNRacing,"User story #303: (US 3417 cũ) Là QA, tôi muốn hoàn thành nhanh một cuộc đua bất kỳ để kiểm tra luồng trả thưởng",06/13/2026,""
351,"(US3386 cũ) Tôi muốn có cảm giác đua xe ARCADE , DRIFT để thu thập NOS",User story,In progress,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,Feature #324: Basic Racing,06/16/2026,""
352,GD_Document & Play test_(US 3386 cũ ),Summary task,In specification,Phước Hồ Đức,Normal,Dev,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,"User story #351: (US3386 cũ) Tôi muốn có cảm giác đua xe ARCADE , DRIFT để thu thập NOS",06/16/2026,""
353,"(US3395 cũ) Là người chơi, tôi muốn có thể điều chỉnh độ nhạy của Steering để kiểm soát xe mượt mà hơn theo kỹ năng cá nhân",User story,In specification,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,Feature #338: SETTING,06/16/2026,""
354,GD_Document & Play test_(US 3395 cũ ),Summary task,In specification,Phước Hồ Đức,Normal,Game Design,"",Giang Dương Võ Trà,"",06/01/2026,0.0,"","","","","",VNRacing,"User story #353: (US3395 cũ) Là người chơi, tôi muốn có thể điều chỉnh độ nhạy của Steering để kiểm soát xe mượt mà hơn theo kỹ năng cá nhân",06/16/2026,""
